RELATIVE_FILE_PATH,FILE_NAME,SAMPLE_RATE,SOURCE
chapman/ecgs/g1/JS00001_0.pkl,JS00001_0.pkl,500,g1
chapman/ecgs/g1/JS00002_0.pkl,JS00002_0.pkl,500,g1
chapman/ecgs/g1/JS00004_0.pkl,JS00004_0.pkl,500,g1
chapman/ecgs/g1/JS00005_0.pkl,JS00005_0.pkl,500,g1
chapman/ecgs/g1/JS00006_0.pkl,JS00006_0.pkl,500,g1
chapman/ecgs/g1/JS00007_0.pkl,JS00007_0.pkl,500,g1
chapman/ecgs/g1/JS00008_0.pkl,JS00008_0.pkl,500,g1
chapman/ecgs/g1/JS00009_0.pkl,JS00009_0.pkl,500,g1
chapman/ecgs/g1/JS00010_0.pkl,JS00010_0.pkl,500,g1
chapman/ecgs/g1/JS00011_0.pkl,JS00011_0.pkl,500,g1
chapman/ecgs/g1/JS00012_0.pkl,JS00012_0.pkl,500,g1
chapman/ecgs/g1/JS00013_0.pkl,JS00013_0.pkl,500,g1
chapman/ecgs/g1/JS00014_0.pkl,JS00014_0.pkl,500,g1
chapman/ecgs/g1/JS00015_0.pkl,JS00015_0.pkl,500,g1
chapman/ecgs/g1/JS00016_0.pkl,JS00016_0.pkl,500,g1
chapman/ecgs/g1/JS00017_0.pkl,JS00017_0.pkl,500,g1
chapman/ecgs/g1/JS00018_0.pkl,JS00018_0.pkl,500,g1
chapman/ecgs/g1/JS00019_0.pkl,JS00019_0.pkl,500,g1
chapman/ecgs/g1/JS00020_0.pkl,JS00020_0.pkl,500,g1
chapman/ecgs/g1/JS00021_0.pkl,JS00021_0.pkl,500,g1
chapman/ecgs/g1/JS00022_0.pkl,JS00022_0.pkl,500,g1
chapman/ecgs/g1/JS00023_0.pkl,JS00023_0.pkl,500,g1
chapman/ecgs/g1/JS00024_0.pkl,JS00024_0.pkl,500,g1
chapman/ecgs/g1/JS00025_0.pkl,JS00025_0.pkl,500,g1
chapman/ecgs/g1/JS00026_0.pkl,JS00026_0.pkl,500,g1
chapman/ecgs/g1/JS00027_0.pkl,JS00027_0.pkl,500,g1
chapman/ecgs/g1/JS00029_0.pkl,JS00029_0.pkl,500,g1
chapman/ecgs/g1/JS00030_0.pkl,JS00030_0.pkl,500,g1
chapman/ecgs/g1/JS00031_0.pkl,JS00031_0.pkl,500,g1
chapman/ecgs/g1/JS00032_0.pkl,JS00032_0.pkl,500,g1
chapman/ecgs/g1/JS00033_0.pkl,JS00033_0.pkl,500,g1
chapman/ecgs/g1/JS00034_0.pkl,JS00034_0.pkl,500,g1
chapman/ecgs/g1/JS00036_0.pkl,JS00036_0.pkl,500,g1
chapman/ecgs/g1/JS00037_0.pkl,JS00037_0.pkl,500,g1
chapman/ecgs/g1/JS00038_0.pkl,JS00038_0.pkl,500,g1
chapman/ecgs/g1/JS00039_0.pkl,JS00039_0.pkl,500,g1
chapman/ecgs/g1/JS00040_0.pkl,JS00040_0.pkl,500,g1
chapman/ecgs/g1/JS00041_0.pkl,JS00041_0.pkl,500,g1
chapman/ecgs/g1/JS00042_0.pkl,JS00042_0.pkl,500,g1
chapman/ecgs/g1/JS00043_0.pkl,JS00043_0.pkl,500,g1
chapman/ecgs/g1/JS00044_0.pkl,JS00044_0.pkl,500,g1
chapman/ecgs/g1/JS00045_0.pkl,JS00045_0.pkl,500,g1
chapman/ecgs/g1/JS00046_0.pkl,JS00046_0.pkl,500,g1
chapman/ecgs/g1/JS00047_0.pkl,JS00047_0.pkl,500,g1
chapman/ecgs/g1/JS00048_0.pkl,JS00048_0.pkl,500,g1
chapman/ecgs/g1/JS00049_0.pkl,JS00049_0.pkl,500,g1
chapman/ecgs/g1/JS00050_0.pkl,JS00050_0.pkl,500,g1
chapman/ecgs/g1/JS00051_0.pkl,JS00051_0.pkl,500,g1
chapman/ecgs/g1/JS00052_0.pkl,JS00052_0.pkl,500,g1
chapman/ecgs/g1/JS00053_0.pkl,JS00053_0.pkl,500,g1
chapman/ecgs/g1/JS00054_0.pkl,JS00054_0.pkl,500,g1
chapman/ecgs/g1/JS00055_0.pkl,JS00055_0.pkl,500,g1
chapman/ecgs/g1/JS00056_0.pkl,JS00056_0.pkl,500,g1
chapman/ecgs/g1/JS00057_0.pkl,JS00057_0.pkl,500,g1
chapman/ecgs/g1/JS00058_0.pkl,JS00058_0.pkl,500,g1
chapman/ecgs/g1/JS00059_0.pkl,JS00059_0.pkl,500,g1
chapman/ecgs/g1/JS00060_0.pkl,JS00060_0.pkl,500,g1
chapman/ecgs/g1/JS00061_0.pkl,JS00061_0.pkl,500,g1
chapman/ecgs/g1/JS00062_0.pkl,JS00062_0.pkl,500,g1
chapman/ecgs/g1/JS00063_0.pkl,JS00063_0.pkl,500,g1
chapman/ecgs/g1/JS00064_0.pkl,JS00064_0.pkl,500,g1
chapman/ecgs/g1/JS00065_0.pkl,JS00065_0.pkl,500,g1
chapman/ecgs/g1/JS00066_0.pkl,JS00066_0.pkl,500,g1
chapman/ecgs/g1/JS00067_0.pkl,JS00067_0.pkl,500,g1
chapman/ecgs/g1/JS00068_0.pkl,JS00068_0.pkl,500,g1
chapman/ecgs/g1/JS00069_0.pkl,JS00069_0.pkl,500,g1
chapman/ecgs/g1/JS00070_0.pkl,JS00070_0.pkl,500,g1
chapman/ecgs/g1/JS00071_0.pkl,JS00071_0.pkl,500,g1
chapman/ecgs/g1/JS00072_0.pkl,JS00072_0.pkl,500,g1
chapman/ecgs/g1/JS00073_0.pkl,JS00073_0.pkl,500,g1
chapman/ecgs/g1/JS00074_0.pkl,JS00074_0.pkl,500,g1
chapman/ecgs/g1/JS00075_0.pkl,JS00075_0.pkl,500,g1
chapman/ecgs/g1/JS00076_0.pkl,JS00076_0.pkl,500,g1
chapman/ecgs/g1/JS00077_0.pkl,JS00077_0.pkl,500,g1
chapman/ecgs/g1/JS00078_0.pkl,JS00078_0.pkl,500,g1
chapman/ecgs/g1/JS00079_0.pkl,JS00079_0.pkl,500,g1
chapman/ecgs/g1/JS00080_0.pkl,JS00080_0.pkl,500,g1
chapman/ecgs/g1/JS00081_0.pkl,JS00081_0.pkl,500,g1
chapman/ecgs/g1/JS00082_0.pkl,JS00082_0.pkl,500,g1
chapman/ecgs/g1/JS00083_0.pkl,JS00083_0.pkl,500,g1
chapman/ecgs/g1/JS00084_0.pkl,JS00084_0.pkl,500,g1
chapman/ecgs/g1/JS00085_0.pkl,JS00085_0.pkl,500,g1
chapman/ecgs/g1/JS00086_0.pkl,JS00086_0.pkl,500,g1
chapman/ecgs/g1/JS00087_0.pkl,JS00087_0.pkl,500,g1
chapman/ecgs/g1/JS00088_0.pkl,JS00088_0.pkl,500,g1
chapman/ecgs/g1/JS00089_0.pkl,JS00089_0.pkl,500,g1
chapman/ecgs/g1/JS00090_0.pkl,JS00090_0.pkl,500,g1
chapman/ecgs/g1/JS00091_0.pkl,JS00091_0.pkl,500,g1
chapman/ecgs/g1/JS00092_0.pkl,JS00092_0.pkl,500,g1
chapman/ecgs/g1/JS00093_0.pkl,JS00093_0.pkl,500,g1
chapman/ecgs/g1/JS00094_0.pkl,JS00094_0.pkl,500,g1
chapman/ecgs/g1/JS00095_0.pkl,JS00095_0.pkl,500,g1
chapman/ecgs/g1/JS00096_0.pkl,JS00096_0.pkl,500,g1
chapman/ecgs/g1/JS00097_0.pkl,JS00097_0.pkl,500,g1
chapman/ecgs/g1/JS00099_0.pkl,JS00099_0.pkl,500,g1
chapman/ecgs/g1/JS00100_0.pkl,JS00100_0.pkl,500,g1
chapman/ecgs/g1/JS00101_0.pkl,JS00101_0.pkl,500,g1
chapman/ecgs/g1/JS00102_0.pkl,JS00102_0.pkl,500,g1
chapman/ecgs/g1/JS00103_0.pkl,JS00103_0.pkl,500,g1
chapman/ecgs/g1/JS00104_0.pkl,JS00104_0.pkl,500,g1
chapman/ecgs/g1/JS00105_0.pkl,JS00105_0.pkl,500,g1
chapman/ecgs/g1/JS00106_0.pkl,JS00106_0.pkl,500,g1
chapman/ecgs/g1/JS00107_0.pkl,JS00107_0.pkl,500,g1
chapman/ecgs/g1/JS00108_0.pkl,JS00108_0.pkl,500,g1
chapman/ecgs/g1/JS00109_0.pkl,JS00109_0.pkl,500,g1
chapman/ecgs/g1/JS00110_0.pkl,JS00110_0.pkl,500,g1
chapman/ecgs/g1/JS00111_0.pkl,JS00111_0.pkl,500,g1
chapman/ecgs/g1/JS00112_0.pkl,JS00112_0.pkl,500,g1
chapman/ecgs/g1/JS00113_0.pkl,JS00113_0.pkl,500,g1
chapman/ecgs/g1/JS00114_0.pkl,JS00114_0.pkl,500,g1
chapman/ecgs/g1/JS00115_0.pkl,JS00115_0.pkl,500,g1
chapman/ecgs/g1/JS00116_0.pkl,JS00116_0.pkl,500,g1
chapman/ecgs/g1/JS00117_0.pkl,JS00117_0.pkl,500,g1
chapman/ecgs/g1/JS00118_0.pkl,JS00118_0.pkl,500,g1
chapman/ecgs/g1/JS00119_0.pkl,JS00119_0.pkl,500,g1
chapman/ecgs/g1/JS00120_0.pkl,JS00120_0.pkl,500,g1
chapman/ecgs/g1/JS00121_0.pkl,JS00121_0.pkl,500,g1
chapman/ecgs/g1/JS00122_0.pkl,JS00122_0.pkl,500,g1
chapman/ecgs/g1/JS00123_0.pkl,JS00123_0.pkl,500,g1
chapman/ecgs/g1/JS00124_0.pkl,JS00124_0.pkl,500,g1
chapman/ecgs/g1/JS00125_0.pkl,JS00125_0.pkl,500,g1
chapman/ecgs/g1/JS00126_0.pkl,JS00126_0.pkl,500,g1
chapman/ecgs/g1/JS00127_0.pkl,JS00127_0.pkl,500,g1
chapman/ecgs/g1/JS00128_0.pkl,JS00128_0.pkl,500,g1
chapman/ecgs/g1/JS00129_0.pkl,JS00129_0.pkl,500,g1
chapman/ecgs/g1/JS00130_0.pkl,JS00130_0.pkl,500,g1
chapman/ecgs/g1/JS00131_0.pkl,JS00131_0.pkl,500,g1
chapman/ecgs/g1/JS00132_0.pkl,JS00132_0.pkl,500,g1
chapman/ecgs/g1/JS00133_0.pkl,JS00133_0.pkl,500,g1
chapman/ecgs/g1/JS00134_0.pkl,JS00134_0.pkl,500,g1
chapman/ecgs/g1/JS00137_0.pkl,JS00137_0.pkl,500,g1
chapman/ecgs/g1/JS00138_0.pkl,JS00138_0.pkl,500,g1
chapman/ecgs/g1/JS00139_0.pkl,JS00139_0.pkl,500,g1
chapman/ecgs/g1/JS00140_0.pkl,JS00140_0.pkl,500,g1
chapman/ecgs/g1/JS00141_0.pkl,JS00141_0.pkl,500,g1
chapman/ecgs/g1/JS00142_0.pkl,JS00142_0.pkl,500,g1
chapman/ecgs/g1/JS00143_0.pkl,JS00143_0.pkl,500,g1
chapman/ecgs/g1/JS00144_0.pkl,JS00144_0.pkl,500,g1
chapman/ecgs/g1/JS00145_0.pkl,JS00145_0.pkl,500,g1
chapman/ecgs/g1/JS00146_0.pkl,JS00146_0.pkl,500,g1
chapman/ecgs/g1/JS00147_0.pkl,JS00147_0.pkl,500,g1
chapman/ecgs/g1/JS00148_0.pkl,JS00148_0.pkl,500,g1
chapman/ecgs/g1/JS00150_0.pkl,JS00150_0.pkl,500,g1
chapman/ecgs/g1/JS00151_0.pkl,JS00151_0.pkl,500,g1
chapman/ecgs/g1/JS00152_0.pkl,JS00152_0.pkl,500,g1
chapman/ecgs/g1/JS00153_0.pkl,JS00153_0.pkl,500,g1
chapman/ecgs/g1/JS00154_0.pkl,JS00154_0.pkl,500,g1
chapman/ecgs/g1/JS00155_0.pkl,JS00155_0.pkl,500,g1
chapman/ecgs/g1/JS00156_0.pkl,JS00156_0.pkl,500,g1
chapman/ecgs/g1/JS00157_0.pkl,JS00157_0.pkl,500,g1
chapman/ecgs/g1/JS00158_0.pkl,JS00158_0.pkl,500,g1
chapman/ecgs/g1/JS00159_0.pkl,JS00159_0.pkl,500,g1
chapman/ecgs/g1/JS00160_0.pkl,JS00160_0.pkl,500,g1
chapman/ecgs/g1/JS00161_0.pkl,JS00161_0.pkl,500,g1
chapman/ecgs/g1/JS00162_0.pkl,JS00162_0.pkl,500,g1
chapman/ecgs/g1/JS00163_0.pkl,JS00163_0.pkl,500,g1
chapman/ecgs/g1/JS00164_0.pkl,JS00164_0.pkl,500,g1
chapman/ecgs/g1/JS00165_0.pkl,JS00165_0.pkl,500,g1
chapman/ecgs/g1/JS00166_0.pkl,JS00166_0.pkl,500,g1
chapman/ecgs/g1/JS00167_0.pkl,JS00167_0.pkl,500,g1
chapman/ecgs/g1/JS00168_0.pkl,JS00168_0.pkl,500,g1
chapman/ecgs/g1/JS00169_0.pkl,JS00169_0.pkl,500,g1
chapman/ecgs/g1/JS00170_0.pkl,JS00170_0.pkl,500,g1
chapman/ecgs/g1/JS00171_0.pkl,JS00171_0.pkl,500,g1
chapman/ecgs/g1/JS00172_0.pkl,JS00172_0.pkl,500,g1
chapman/ecgs/g1/JS00173_0.pkl,JS00173_0.pkl,500,g1
chapman/ecgs/g1/JS00174_0.pkl,JS00174_0.pkl,500,g1
chapman/ecgs/g1/JS00175_0.pkl,JS00175_0.pkl,500,g1
chapman/ecgs/g1/JS00176_0.pkl,JS00176_0.pkl,500,g1
chapman/ecgs/g1/JS00177_0.pkl,JS00177_0.pkl,500,g1
chapman/ecgs/g1/JS00178_0.pkl,JS00178_0.pkl,500,g1
chapman/ecgs/g1/JS00179_0.pkl,JS00179_0.pkl,500,g1
chapman/ecgs/g1/JS00180_0.pkl,JS00180_0.pkl,500,g1
chapman/ecgs/g1/JS00181_0.pkl,JS00181_0.pkl,500,g1
chapman/ecgs/g1/JS00182_0.pkl,JS00182_0.pkl,500,g1
chapman/ecgs/g1/JS00183_0.pkl,JS00183_0.pkl,500,g1
chapman/ecgs/g1/JS00184_0.pkl,JS00184_0.pkl,500,g1
chapman/ecgs/g1/JS00185_0.pkl,JS00185_0.pkl,500,g1
chapman/ecgs/g1/JS00186_0.pkl,JS00186_0.pkl,500,g1
chapman/ecgs/g1/JS00187_0.pkl,JS00187_0.pkl,500,g1
chapman/ecgs/g1/JS00188_0.pkl,JS00188_0.pkl,500,g1
chapman/ecgs/g1/JS00189_0.pkl,JS00189_0.pkl,500,g1
chapman/ecgs/g1/JS00190_0.pkl,JS00190_0.pkl,500,g1
chapman/ecgs/g1/JS00191_0.pkl,JS00191_0.pkl,500,g1
chapman/ecgs/g1/JS00192_0.pkl,JS00192_0.pkl,500,g1
chapman/ecgs/g1/JS00193_0.pkl,JS00193_0.pkl,500,g1
chapman/ecgs/g1/JS00194_0.pkl,JS00194_0.pkl,500,g1
chapman/ecgs/g1/JS00195_0.pkl,JS00195_0.pkl,500,g1
chapman/ecgs/g1/JS00196_0.pkl,JS00196_0.pkl,500,g1
chapman/ecgs/g1/JS00197_0.pkl,JS00197_0.pkl,500,g1
chapman/ecgs/g1/JS00198_0.pkl,JS00198_0.pkl,500,g1
chapman/ecgs/g1/JS00199_0.pkl,JS00199_0.pkl,500,g1
chapman/ecgs/g1/JS00200_0.pkl,JS00200_0.pkl,500,g1
chapman/ecgs/g1/JS00201_0.pkl,JS00201_0.pkl,500,g1
chapman/ecgs/g1/JS00202_0.pkl,JS00202_0.pkl,500,g1
chapman/ecgs/g1/JS00203_0.pkl,JS00203_0.pkl,500,g1
